4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,-2.2162e-07,9.7451e-12,-1.5761e-08,4.9738e-14,6.4005e-09,7.1054e-15,2.6731e-08,1.4033e-13,-9.9253e-07,1.9544e-10
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,2.8577e-06,1.6201e-09,6.5425e-06,8.4921e-09,-2.4606e-05,1.2012e-07,1.3385e-05,3.5546e-08,2.3168e-06,1.0649e-09
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,9.5334e-10,0,1.2274e-09,0,1.3488e-09,0,1.5237e-09,0,1.5923e-09,0
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,-1.6288e-09,0,-5.7444e-10,0,-1.5114e-11,0,-1.0815e-09,0,1.0765e-09,0
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,-1.381e-08,3.7303e-14,4.2768e-09,3.5527e-15,-3.6616e-09,1.7764e-15,2.779e-09,1.7764e-15,-2.5998e-10,0
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,-5.5259e-09,5.3291e-15,-1.7529e-08,6.0396e-14,2.4467e-06,1.1877e-09,-1.29e-07,3.3005e-12,-1.1294e-07,2.5313e-12
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,-1.6724e-09,0,8.1325e-10,0,8.5548e-10,0,1.4887e-11,0,8.0961e-10,0
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,1.4873e-09,0,-9.721e-10,0,1.3253e-09,0,4.5771e-10,0,-2.6965e-12,0
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,5.8561e-08,6.8034e-13,3.2378e-06,2.0798e-09,-9.0604e-07,1.6286e-10,-5.8067e-09,7.1054e-15,1.6056e-09,0
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,0.00013266,3.4912e-06,-1.4397e-07,4.1123e-12,9.0222e-07,1.6149e-10,7.8651e-07,1.2272e-10,-1.62e-06,5.2066e-10
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,1.1138e-09,0,-3.531e-10,0,1.2514e-09,0,-1.3751e-09,0,1.533e-10,0
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,1.5172e-09,0,-1.1186e-09,0,7.6922e-10,0,3.8079e-10,0,1.7729e-10,0
