4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,2.217518152e-07,4.023157681e-07,1.127779263e-05,1.490101623e-06,9.706075615e-06
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,9.313489263e-07,3.731231493e-05,2.351257626e-06,2.29834786e-07,6.178151793e-06
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,6.427846584e-07,4.782587001e-06,6.99438492e-07,6.451386092e-10,3.072839535e-06
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,2,2,3.053352132e-05,3.369769229e-07,2.394033053e-07,5.147825732e-07,2.636076801e-09
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,4.098437145e-10,3.904632173e-11,7.978184019e-07,1.092645812e-05,1.273299355e-09
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,5.742598619e-10,4.215953175e-08,7.531629764e-10,1.075834202e-07,2.484170902e-08
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,3.946853816e-06,1.539336572e-07,1.493944746e-07,8.013402719e-09,6.975057643e-09
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,2,3,4.364765325e-07,7.354018505e-10,4.357828542e-09,1.384185934e-06,5.074759502e-10
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,4.286709884e-06,1.989384465e-07,6.807159244e-06,1.320968795e-06,1.580754985e-06
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,1.414854012e-09,7.408859219e-06,8.582983872e-06,1.008745952e-05,6.465304605e-07
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,2.95002026e-06,3.322142561e-10,7.788814969e-05,7.429622029e-09,3.519102321e-05
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,3,2,3.069757937e-08,4.263256415e-14,1.606628164e-09,2.632360996e-11,8.339475777e-10
4,0.8,0.2,0.2,0.3,0.2,0.2,0.2,1,3,3,9.123655165e-10,1.718003884e-08,5.074711007e-06,3.352325195e-09,4.637168427e-11
4,0.6,0.2,0.2,0.3,0.2,0.2,0.2,1,3,3,1.900768432e-11,1.115378145e-08,3.048327146e-10,1.074446176e-06,8.483714398e-09
4,0.4,0.2,0.2,0.3,0.2,0.2,0.2,1,3,3,1.380401323e-07,1.189426557e-09,1.094706958e-08,5.735910416e-07,1.761010671e-09
4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1,3,3,2.165978508e-11,4.471902739e-07,1.380655301e-08,1.249003234e-08,3.638815027e-09
4,0.8,0.2,0.2,0.3,0.2,0.2,0.4,1,2,2,6.851450653e-07,2.180369807e-08,4.929617608e-06,5.781458456e-08,4.753417341e-07
4,0.6,0.2,0.2,0.3,0.2,0.2,0.4,1,2,2,2.912484073e-07,1.950178057e-06,2.617573125e-08,4.208516614e-06,9.705313463e-07
4,0.4,0.2,0.2,0.3,0.2,0.2,0.4,1,2,2,3.817821836e-09,3.379962976e-11,1.464680222e-08,5.694521443e-08,1.592500709e-08
4,0.2,0.2,0.2,0.3,0.2,0.2,0.4,1,2,2,4.066607853e-05,1.906004672e-06,3.192181198e-06,3.867705234e-08,3.372565223e-06
